Country,index,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Belgium,energy use,3.9659532,4.3446844,4.5988557,4.5124131,4.2318792,4.5382134,4.5116668,4.7496777,4.90123,4.6768054,4.3530976,4.1474361,4.0963171,4.2731104,4.4100882,4.5698435,4.6671434,4.7243575,4.7687959,4.8283836,5.0581685,5.1159455,4.9961423,5.2858189,5.3766171,5.6742986,5.6806366,5.7745885,5.8177811,5.8508333,5.8364999,5.6362553,5.9238418,5.8889484,5.8684739,5.8112328,5.7025137,5.8579071,5.7101707,6.0859317
Benin,energy use,0.1104978,0.1157402,0.118233,0.1208143,0.1243558,0.1205771,0.1248472,0.1297451,0.1319561,0.135255,0.1350273,0.139696,0.1436042,0.147125,0.1542664,0.1557314,0.1578903,0.1619718,0.1629129,0.1661315,0.1686666,0.172829,0.1768917,0.1807371,0.184703,0.2150787,0.2231479,0.2201195,0.2296194,0.198267,0.2108546,0.2272398,0.2397852,0.2491551,0.2500245,0.2950066,0.3207252,0.3279634,0.3439813,0.365336
Bolivia,energy use,0.1020636,0.1128191,0.1193249,0.1277934,0.1480678,0.1621859,0.1734402,0.1880155,0.2070215,0.2444497,0.2566025,0.2698069,0.2559434,0.2552383,0.2520035,0.2382196,0.2207066,0.2306258,0.2456753,0.2610591,0.2691175,0.2850459,0.2998922,0.3307087,0.3718093,0.412454,0.4521263,0.4715349,0.4477008,0.3737193,0.2902624,0.3527022,0.3687293,0.3622249,0.5174016,0.6411952,0.5370954,0.5942912,0.6204326,0.7321899
Brazil,energy use,6.9766278,7.4813328,8.1970892,8.7249276,9.1126598,9.5577717,9.8850716,10.5143119,11.1794267,11.3853443,10.9223759,11.1048213,11.3812031,12.1136063,12.9355566,13.5404915,14.0661864,14.2566062,14.5436459,14.0231402,14.2888815,14.4377367,14.798421,15.5784689,16.1117136,16.9681018,17.8311683,18.2612339,18.6652539,18.7398038,19.0660032,19.5704664,19.8910607,20.994931,21.5238038,22.2718379,23.5355716,24.8343704,24.0265453,26.5624109
Brunei,energy use,0.0177259,0.0176411,0.0344449,0.0593836,0.0740361,0.0976189,0.1055382,0.0986384,0.1027109,0.1350646,0.1299525,0.1398088,0.1476627,0.1700366,0.1782241,0.1630538,0.1673048,0.1365635,0.1581726,0.1762414,0.1998809,0.2147678,0.2072124,0.1941648,0.2312296,0.2319554,0.2393714,0.2383862,0.2429494,0.2453638,0.2279759,0.2224597,0.2578867,0.2381143,0.2301383,0.3253298,0.3320372,0.3629024,0.3123459,0.3314404
Bulgaria,energy use,1.9024953,1.940611,2.0502847,2.1377867,2.3244784,2.4351811,2.6009905,2.7186459,2.8247412,2.8388903,2.8322738,2.9509706,3.01281,3.0352277,3.0642989,3.0914126,3.0601964,3.1329913,3.042087,2.8562514,2.2086459,2.0581347,2.2036492,2.1296167,2.314144,2.2987092,2.0826121,2.0043254,1.8289035,1.8677786,1.9486963,1.9006228,1.9499956,1.8870859,1.9945591,2.0507303,2.0115636,1.9791245,1.7492305,1.7857389
Cameroon,energy use,0.2695185,0.2754913,0.2815701,0.2892957,0.3035619,0.3080576,0.3296626,0.3405339,0.3533593,0.3655462,0.3837363,0.4013732,0.4156125,0.4291277,0.4457718,0.4523788,0.4608227,0.475466,0.4930041,0.498085,0.5029172,0.5083857,0.525991,0.5401824,0.5496907,0.5633688,0.5835841,0.6004076,0.6050646,0.6309658,0.6384145,0.651825,0.6765839,0.6959112,0.6981351,0.6723031,0.633974,0.6395196,0.6913994,0.710888
Canada,energy use,14.1352607,15.2495184,15.9345776,16.17085,16.5946829,17.1035832,17.6317176,18.1203629,19.0277534,19.2608778,18.780254,18.0461216,17.9535267,18.8707639,19.2997918,19.633576,20.2886814,21.1274648,21.7228135,20.8542479,20.8159378,21.3330598,22.0335923,22.807197,23.0773318,23.6090464,23.8865626,23.7075133,24.4323059,25.1439673,24.7881531,24.8210746,26.2033804,26.7615434,27.2197618,26.8321627,27.1731208,26.4748438,25.0745622,25.1838454
Chile,energy use,0.8703947,0.8838369,0.8500486,0.843925,0.7632259,0.8081665,0.8375598,0.8674271,0.9173468,0.9478382,0.9629052,0.8829578,0.9129391,0.9604913,0.9582672,1.0012568,1.0334447,1.1697792,1.3112432,1.4009344,1.4325048,1.5490871,1.5876049,1.7069355,1.8341901,2.0316152,2.2749157,2.3555934,2.5028174,2.5174261,2.4697361,2.5567672,2.5832836,2.7513837,2.835193,2.9506534,3.0564974,3.0309872,2.948448,3.0919992
China,energy use,39.0462445,41.0428937,42.5559963,43.6502494,48.169451,49.7880933,54.1987185,59.0454295,60.025199,59.834033,59.3862207,61.2372945,63.676125,67.5340397,69.2403757,71.6490426,75.3162269,79.4395811,81.0799836,87.2118625,85.625761,88.501469,93.628855,97.898518,104.6182765,108.3594629,112.0437862,114.1743123,113.2461178,118.2687596,120.2103908,126.6077064,144.0304071,162.310058,175.0173711,191.2041799,201.4822352,208.6108165,224.9319943,241.7125926
Colombia,energy use,1.3851735,1.3864363,1.3945977,1.4769622,1.5435528,1.6050217,1.6528128,1.6461397,1.6074201,1.7707322,1.7936083,1.8446111,1.904916,1.9688936,1.9990974,2.1763125,2.2499877,2.3179585,2.33676,2.4222605,2.4486744,2.5045929,2.6199454,2.7124428,2.7598691,2.8271719,2.743135,2.8727003,2.5690383,2.5813697,2.5708187,2.5204776,2.573592,2.6001486,2.7084529,2.8568375,2.7919061,2.9207921,3.081534,3.2235054
"Congo, Dem. Rep.",energy use,0.6678933,0.6851515,0.7090753,0.7284061,0.747085,0.7586606,0.7824533,0.8042702,0.8394257,0.8466066,0.888073,0.8893611,0.9472783,0.9954482,0.9953048,1.0151821,1.0564284,1.0954708,1.1233989,1.1798337,1.2042263,1.2258569,1.2477611,1.252518,1.3079625,1.3487953,1.3723209,1.4054467,1.432123,1.6678875,1.7242475,1.7841457,1.8503283,1.923098,1.9968048,2.0709461,2.1453936,2.2240358,2.291885,2.3759179
"Congo, Rep.",energy use,0.050852,0.0526728,0.0532562,0.0543049,0.0553044,0.0605827,0.0576393,0.0598722,0.0598224,0.0619774,0.0638895,0.0678521,0.0754642,0.0732208,0.0763449,0.0751179,0.0764531,0.0736634,0.0769289,0.0775662,0.0796752,0.0798404,0.0807494,0.072851,0.0775117,0.0758211,0.0724517,0.0727288,0.0700855,0.0814173,0.0883532,0.0868436,0.0999144,0.1020277,0.1082866,0.1153805,0.1209302,0.1259697,0.1415976,0.1469419
Costa Rica,energy use,0.1134047,0.118525,0.1257751,0.1235697,0.1307694,0.1315025,0.1452128,0.1545951,0.1584029,0.1526997,0.1446188,0.1413055,0.1388952,0.1592319,0.1668386,0.1700654,0.1798272,0.181407,0.194653,0.2027394,0.2114849,0.2634598,0.2345133,0.2304219,0.2348043,0.2359157,0.2383697,0.2384074,0.2628921,0.2958314,0.2980131,0.3167172,0.3396746,0.3879846,0.3866347,0.4183298,0.4510028,0.4587518,0.4562542,0.4648782
Cote d'Ivoire,energy use,0.245492,0.5144379,0.517097,0.5228472,0.5317306,0.5480916,0.5473774,0.5627368,0.5592957,0.5570216,0.5475391,0.5375438,0.5203108,0.5178559,0.526266,0.5559117,0.5545752,0.5501851,0.5540619,0.5370259,0.5385061,0.5629352,0.5686112,0.5709233,0.5606879,0.6128368,0.6175043,0.6087229,0.7101332,0.6734145,0.6483375,0.694647,0.6578041,0.9301697,0.9634165,0.9537246,1.0232925,1.027806,0.9451501,0.9571539
Cuba,energy use,1.0739855,1.036808,1.1067985,1.172555,1.202421,1.2606785,1.3681657,1.4472447,1.487754,1.498278,1.5043145,1.5254733,1.6060238,1.5729334,1.5618671,1.5577684,1.6207578,1.7010826,1.8612783,1.7689038,1.4731578,1.2992738,1.0861834,1.1128503,1.1053059,1.1999024,1.2313679,1.1553718,1.200867,1.2858744,1.258848,1.1729419,1.1662187,1.1312467,1.0758079,1.0846601,1.0137385,1.051095,1.1691118,1.0979804
Cyprus,energy use,0.0587221,0.0746478,0.078195,0.0594001,0.0564755,0.0656511,0.0715021,0.0756409,0.0821588,0.0864649,0.0849131,0.0863123,0.0895716,0.0926022,0.091956,0.1040311,0.1183127,0.1209454,0.1258661,0.1360826,0.138882,0.1567084,0.1682376,0.1970178,0.1745705,0.1936626,0.1897998,0.1976007,0.1986498,0.213698,0.2114384,0.2143335,0.2331621,0.2182923,0.2220074,0.230933,0.2437076,0.2586162,0.2537126,0.2444787
Denmark,energy use,1.8505204,1.9260533,1.8991459,1.7606101,1.7472752,1.8999722,1.9489173,1.9879197,2.0569727,1.9135244,1.731826,1.7515064,1.6535341,1.7141616,1.9299643,1.9578259,1.9584358,1.8681716,1.7523965,1.7363421,1.9251703,1.8420865,1.8916191,1.9572733,1.9391729,2.194718,2.0337918,2.0009054,1.9172846,1.8633651,1.9202876,1.9004805,2.008748,1.9429076,1.8888581,2.0251483,1.9762281,1.9200749,1.8353144,1.9252672
Ecuador,energy use,0.2297056,0.2405209,0.2401991,0.2942711,0.3266472,0.3608759,0.4261982,0.4389644,0.4608947,0.5032216,0.5259129,0.5677746,0.5293435,0.5708261,0.5775475,0.5750916,0.5874322,0.6169544,0.5869937,0.6021201,0.6343804,0.6499206,0.5992007,0.6380949,0.7162494,0.7787145,0.7888385,0.8320968,0.7801913,0.8034278,0.8800794,0.9206904,0.9927798,1.0349744,1.0986875,1.0922555,1.1332313,1.1027426,1.1461857,1.2096898
Egypt,energy use,0.7778545,0.8589154,0.8013405,0.8976647,0.9817967,1.1427336,1.2482801,1.2917208,1.4200761,1.5161214,1.766311,1.9341087,2.1435022,2.3758226,2.571715,2.6433678,2.8154368,2.8850712,3.0745415,3.2333283,3.236916,3.3192862,3.4473793,3.3214995,3.5268531,3.7427958,3.8952317,4.1694168,4.2598018,4.06585,4.5698046,4.7174131,4.8980121,5.3537206,6.2728669,6.6164169,7.1037935,7.1863484,7.1390544,7.3264143
El Salvador,energy use,0.1752011,0.187301,0.1979593,0.2024113,0.2260102,0.2609878,0.2693086,0.2851494,0.2781165,0.2518954,0.2721723,0.2810864,0.2701793,0.2757784,0.2624342,0.2279235,0.2543532,0.2373224,0.243288,0.2468711,0.2714332,0.2833321,0.298247,0.3158796,0.335882,0.3210043,0.3552546,0.3654551,0.3792114,0.3967995,0.4151362,0.4231668,0.4418166,0.438227,0.4525095,0.4736098,0.4452025,0.4499056,0.4223564,0.4192135
Ethiopia,energy use,0.8607023,0.8780884,0.9025747,0.924945,0.943029,0.967784,0.9924133,1.0233505,1.0531254,1.0831757,1.1155992,1.1421671,1.1760944,1.2045124,1.2383565,1.2825812,1.3348909,1.3780759,1.4288446,1.4866301,1.5344418,1.5584649,1.533216,1.5882282,1.6403662,1.6875298,1.721359,1.7758387,1.8147498,1.8639118,1.9352129,1.9839993,2.0418096,2.0950771,2.1324638,2.1925636,3.0512124,3.1453582,3.2344879,3.3201772
Finland,energy use,1.816813,1.9431629,2.1032626,2.0562764,1.970235,2.1075798,2.1402057,2.2168277,2.3649708,2.4598557,2.3685847,2.3195797,2.3423631,2.3972206,2.5834098,2.6964165,2.9398869,2.7652988,2.85632,2.8380627,2.8792827,2.7130924,2.8459324,3.0390345,2.8919816,3.1107245,3.2262496,3.2566637,3.2459623,3.2229118,3.3147426,3.4814041,3.6739572,3.7111933,3.4254167,3.7321534,3.6795024,3.5274713,3.3245245,3.6402207
France,energy use,15.8571013,16.7393724,18.0135257,17.4353295,16.4961972,17.609286,17.2815906,18.4275418,19.1984569,19.1770247,18.7308124,18.2772709,18.7549814,19.4278741,20.381589,20.7002254,21.2143034,21.1234289,21.994461,22.3889522,23.6584257,23.2495398,23.6421324,22.7499946,23.6664111,25.0016979,24.2319219,24.9696556,24.9298546,25.1867394,26.032209,26.1105397,26.5810758,26.9683448,27.0627912,26.6651,26.3483089,26.4795937,25.3489154,26.2288156
Gabon,energy use,0.1070418,0.1049808,0.1444158,0.1572374,0.129754,0.1244449,0.1357046,0.1541351,0.1364418,0.1374047,0.1540739,0.158607,0.1630377,0.1517549,0.1358675,0.1384497,0.1336697,0.1440588,0.1269683,0.1181405,0.121995,0.1304065,0.1378485,0.1251545,0.1353363,0.1429861,0.1412528,0.1518948,0.1478912,0.1462801,0.1633376,0.1686556,0.1714846,0.1735758,0.1854191,0.1851194,0.1988813,0.1989403,0.2059815,0.2134145
Germany,energy use,30.5049251,31.611806,33.4696347,32.8368036,31.3512086,33.7991166,33.8907785,35.0154416,36.6045132,35.7175655,34.4955573,33.3532851,33.3472092,34.6213037,35.7206023,35.6676903,35.9337893,36.1752109,35.5550935,35.114523,34.4264055,33.7826308,33.4519549,33.289683,33.6503047,34.7805144,34.4824722,34.2741484,33.4945098,33.6584177,34.667893,33.8553041,34.1325079,34.3220306,33.8258043,34.0691149,33.1169028,33.4102207,31.710431,32.7374664
Ghana,energy use,0.2996427,0.3169549,0.3364796,0.3533201,0.365966,0.3662536,0.3887597,0.3878277,0.3909434,0.4023476,0.4209499,0.4327674,0.3671539,0.3924097,0.4352201,0.4525701,0.4904865,0.4799568,0.5174992,0.5291033,0.5475096,0.5670665,0.5941748,0.6182669,0.6471284,0.6693854,0.7031693,0.7374464,0.759987,0.7736222,0.8175432,0.8341208,0.8192513,0.8265611,0.8228516,0.9061851,0.9064105,0.8957856,0.8790027,0.9322437
Greece,energy use,0.8690111,1.0086695,1.1811073,1.1259425,1.1744259,1.2735699,1.367927,1.438487,1.5257409,1.4982347,1.464539,1.50492,1.5745584,1.6355995,1.7551457,1.6683313,1.7919118,1.9099406,2.1118472,2.1440556,2.1616504,2.2149332,2.1869979,2.2479276,2.2678384,2.3404115,2.4330454,2.5619799,2.572135,2.708627,2.8003794,2.8320709,2.9140799,2.9707102,3.0247521,3.0222724,3.0216691,3.0418592,2.9435835,2.761541
Guatemala,energy use,0.2734511,0.2819937,0.2945629,0.3026824,0.3332169,0.3563843,0.3779118,0.3870438,0.4105778,0.3792357,0.3688592,0.3624283,0.3502245,0.3700489,0.376998,0.3619569,0.3840028,0.3996234,0.4134285,0.4416153,0.4610034,0.4828339,0.4772991,0.50297,0.5326091,0.5474093,0.5728599,0.6222712,0.6838148,0.704911,0.7196602,0.7256651,0.743593,0.7784529,0.7854987,0.794005,0.8527419,0.8156944,0.9317885,1.025589
Haiti,energy use,0.1504376,0.154982,0.1589458,0.1655641,0.1714394,0.1817376,0.1871814,0.1951484,0.2028539,0.208297,0.173398,0.1797583,0.1849803,0.1867367,0.1881844,0.1464077,0.1509729,0.1562012,0.1591961,0.1560472,0.1558388,0.1618305,0.1563819,0.143645,0.1693198,0.1943594,0.2047969,0.2049492,0.2076777,0.2010299,0.2053955,0.2309174,0.2217956,0.2287743,0.2584559,0.2648161,0.2777133,0.2773322,0.2595165,0.2288289
Honduras,energy use,0.138914,0.1420573,0.1475252,0.1498258,0.1539928,0.160194,0.169518,0.173884,0.1797628,0.1870502,0.1859721,0.2013035,0.1973919,0.2018631,0.2001195,0.2053458,0.2164917,0.2268143,0.2361961,0.2379575,0.2400409,0.2503464,0.2558682,0.2656158,0.2823988,0.2835377,0.3097219,0.3325357,0.2923651,0.2989748,0.3224411,0.337976,0.3646807,0.3852945,0.3996791,0.3993017,0.4691687,0.4647532,0.4452916,0.4567481
"Hong Kong, China",energy use,0.3001464,0.3136463,0.3170932,0.349116,0.3629062,0.4039752,0.4573504,0.5035479,0.4527364,0.4627715,0.5148051,0.5689097,0.6165188,0.6237887,0.6573829,0.7563089,0.8199264,0.9227463,0.941254,0.8657766,0.8888789,1.0673459,1.0407728,1.0728598,1.0649915,1.0473158,0.9929545,1.3009301,1.5863212,1.3391943,1.4144888,1.3195258,1.3607916,1.2808023,1.2663873,1.3329581,1.4337964,1.4138514,1.4933405,1.3791696
Hungary,energy use,1.9033848,1.9551328,2.1275465,2.2017961,2.2911281,2.4508075,2.585912,2.8566924,2.823371,2.8352811,2.8171739,2.8163799,2.7737379,2.8772175,2.9770634,2.9626504,3.0715416,3.0353365,3.0139029,2.8757177,2.7465582,2.5090612,2.5723986,2.4935598,2.5875479,2.6538661,2.6035734,2.5684655,2.5499202,2.499884,2.5591269,2.5601284,2.613649,2.6157317,2.7583128,2.7329857,2.6728593,2.6458455,2.4859388,2.5667116
Iceland,energy use,0.0902361,0.0921033,0.1118691,0.1104495,0.110551,0.1119611,0.1242711,0.1276555,0.1470677,0.1496813,0.165656,0.1654842,0.1719099,0.1803822,0.1770682,0.1849521,0.1931826,0.1968569,0.2018527,0.208848,0.2050606,0.2034303,0.2180248,0.2183616,0.2252506,0.2386268,0.2427314,0.2578234,0.2959805,0.3099769,0.3238257,0.3284604,0.3273313,0.3368106,0.3480473,0.4158841,0.4836174,0.5354288,0.5384195,0.5369327
India,energy use,15.6464804,16.0128825,16.4473626,17.1376208,17.7729528,18.5060084,19.0216072,19.0959893,19.9922784,20.5154559,21.6022695,22.4639961,23.2102715,24.2206681,25.4787758,26.4307896,27.4610531,28.9412617,30.3532518,31.6743223,32.9487359,34.2625611,35.0462308,36.4050277,38.4284782,39.6679515,41.2206999,42.225746,44.8343007,45.7214205,46.450381,47.7504898,48.949644,51.9094019,53.9276447,56.6753651,59.8801236,62.6081949,67.5194872,69.2689009
Indonesia,energy use,3.5053196,3.6489056,3.8158925,3.9561406,4.1135948,4.3000798,4.7777355,5.1133829,5.3516377,5.5711815,5.8631043,6.0085338,6.1186515,6.3582715,6.5833894,7.2621502,7.4996253,7.7041328,8.1409724,9.8622624,10.345401,10.784025,11.8453153,11.8606719,13.0817355,13.5564907,14.0126474,13.7069427,14.36716,15.5128428,15.9384637,16.5210331,16.516376,17.7096434,18.0511311,18.5388886,18.4681125,18.6918673,19.8514097,20.7848622
Iran,energy use,1.6608541,1.6292462,2.0647488,2.4546932,2.6643059,3.0317421,3.3940772,3.2868432,3.7239282,3.8068159,4.2863725,5.0142005,4.2831251,4.9821098,5.3794254,5.415129,5.5237085,5.6465474,6.6259689,6.9336651,7.686451,8.0911436,8.7116672,9.6715674,10.1223691,9.7634924,10.9253673,11.1259913,12.6190437,12.2983086,13.3055619,13.7197959,14.1483568,15.5138598,17.2086967,17.9817119,19.0091568,20.3798202,21.2886538,20.8366533
Iraq,energy use,0.4128521,0.4293594,0.4658717,0.5064529,0.6095401,0.7540886,0.7803086,0.8889452,1.0597638,0.9648396,0.9579327,0.9964741,1.2014997,1.2280816,1.3812455,1.5662763,1.5605749,1.8907256,2.0657075,1.970866,1.6409961,2.4239759,3.0853112,3.4956706,3.4546932,3.3463802,3.8959177,2.8845339,2.2189095,2.5936534,2.693478,2.7981009,2.7086134,2.6900766,2.6866409,2.1503011,2.2394776,2.8452154,3.2492364,3.7804857
Ireland,energy use,0.671812,0.6664407,0.6907812,0.7116132,0.6647006,0.6832907,0.7233383,0.725318,0.8550225,0.823562,0.826287,0.8215662,0.8201412,0.8287601,0.8628435,0.8864515,0.9232076,0.9141878,0.9321855,0.9987573,1.0015416,0.988469,1.0078379,1.0575846,1.0634576,1.1408897,1.195507,1.2737077,1.331211,1.3730477,1.4490414,1.4566934,1.4371811,1.4605314,1.447302,1.4760669,1.508882,1.4955733,1.4402127,1.4397074
Israel,energy use,0.5739365,0.552893,0.7763736,0.5852116,0.7023201,0.6472979,0.645458,0.6824283,0.759401,0.7822985,0.7281949,0.7893976,0.736405,0.7604894,0.7572823,0.9037555,0.9954676,1.0890655,1.1244956,1.1475361,1.1513413,1.3231765,1.3872541,1.4796334,1.5518074,1.5958121,1.6826532,1.7243953,1.6780083,1.8248882,1.9155995,1.8828421,1.9749692,1.9259889,1.8497015,2.0395563,2.0719254,2.2883672,2.1526805,2.2911694
Italy,energy use,10.5397274,11.1521884,11.9116477,12.1916631,11.6763114,12.6149327,12.3335787,12.6212363,13.17859,13.0837855,12.8028902,12.4765755,12.4659537,12.750802,12.9304488,13.0824733,13.6255358,13.9466428,14.5425963,14.6556168,15.01645,14.9225151,14.8444173,14.6569148,15.9130704,15.8990298,16.1249392,16.5765493,16.8319561,17.1522095,17.214234,17.2396217,17.9422745,18.199031,18.3872871,18.183017,17.9598604,17.6004491,16.4858378,17.0238884
Jamaica,energy use,0.2010436,0.2564289,0.2916574,0.2730549,0.2681745,0.2431953,0.2375489,0.246876,0.2555238,0.2278453,0.232206,0.228879,0.2001569,0.2006199,0.172445,0.1752232,0.1799297,0.183495,0.230398,0.2787603,0.2794845,0.2945922,0.2953037,0.3011576,0.3205303,0.3378398,0.3378319,0.3511125,0.3612091,0.3828345,0.3840238,0.3599617,0.374258,0.378189,0.3761105,0.4205858,0.4687212,0.4263672,0.3250069,0.305402
Japan,energy use,26.7528465,28.5875407,32.036866,32.2140756,30.5054335,32.4419709,33.0191794,33.3013333,35.2714403,34.4522706,33.6976512,33.646794,33.6770462,36.219106,36.2902655,36.6993633,37.1672684,39.7589944,41.2521622,43.9325218,44.4080153,45.4512469,45.7563678,48.3300031,49.626156,50.7083268,51.2477282,50.3272274,51.2360106,51.8963661,51.0795017,51.0393706,50.623824,52.2489007,52.0540333,51.9806641,51.519255,49.5352109,47.21012,49.6849124
Jordan,energy use,0.0492341,0.053963,0.0614698,0.0649232,0.0753342,0.0968329,0.0990519,0.1214956,0.1247511,0.1522305,0.1895861,0.2156428,0.2341411,0.2575331,0.2617411,0.28078,0.2977445,0.2950793,0.2971991,0.3274008,0.3384035,0.3801714,0.3765902,0.4037452,0.430154,0.4413399,0.4508763,0.4662355,0.4647831,0.4865681,0.4817194,0.5059859,0.517334,0.6218137,0.6676391,0.6853651,0.7208967,0.7068974,0.7457979,0.7204321
Kenya,energy use,0.5283787,0.5525681,0.5673635,0.5889453,0.6034437,0.632898,0.6643012,0.684421,0.7092548,0.735801,0.7567303,0.7709076,0.7846958,0.8304259,0.8666265,0.9443966,0.9836827,1.0085168,1.0455044,1.0675095,1.0869019,1.1146269,1.1414594,1.1560397,1.2054544,1.2476609,1.2662449,1.2998869,1.331647,1.3725479,1.4076143,1.4255742,1.4675683,1.5414277,1.6043211,1.6788858,1.7178317,1.7728316,1.8774484,1.9561841
Kuwait,energy use,0.6119699,0.6760273,0.7125881,0.681021,0.6480059,0.7028953,0.7591495,0.8276618,1.0425228,1.0451336,1.0295558,1.1463475,1.2177497,1.2599642,1.4026723,1.5188311,1.6527123,2.017537,2.3564973,0.9110159,0.2691602,0.8882156,1.2365693,1.4502075,1.4872399,1.4630608,1.4780172,1.6874333,1.8106851,1.8805435,2.0067344,2.0639242,2.2001125,2.3469206,2.6398761,2.578021,2.6388952,2.7866384,3.0173104,3.3399957
Lebanon,energy use,0.1847662,0.1907549,0.2377751,0.2444507,0.2163596,0.2319524,0.1813816,0.2161691,0.2330047,0.2473506,0.235752,0.1786217,0.1935211,0.1973777,0.2328771,0.2583996,0.2664014,0.1979466,0.1961131,0.1953895,0.2418332,0.2450988,0.3511291,0.3847386,0.4410545,0.4651673,0.5252337,0.5161483,0.5400088,0.4907333,0.5258142,0.5220299,0.5220432,0.5270536,0.5023246,0.4773651,0.4207156,0.5424938,0.6590084,0.6451685
Libya,energy use,0.1570165,0.219764,0.2598108,0.2897819,0.3664774,0.3324361,0.4132989,0.468496,0.5250971,0.689047,0.7410169,0.8042123,0.8447687,0.9181062,0.9977327,1.0085046,1.1008752,1.0425873,1.1908649,1.1330422,1.3569944,1.2649257,1.3473391,1.4982013,1.4501699,1.3411955,1.4621068,1.6616483,1.4761367,1.862236,1.8568509,1.6141649,2.9744884,1.901381,2.438662,2.372919,2.3166081,2.447171,2.3346677,1.9147757
Luxembourg,energy use,0.4062171,0.4162517,0.4432688,0.4624132,0.3770763,0.3848483,0.3714239,0.4016831,0.3794789,0.3559439,0.3113922,0.2945331,0.2770028,0.2969223,0.3060868,0.3007084,0.2944848,0.3046767,0.3280746,0.341063,0.3642479,0.366394,0.3714994,0.3591055,0.315091,0.3203052,0.3111384,0.3001726,0.3124748,0.3323696,0.3501974,0.3638188,0.3838704,0.4274678,0.4388066,0.4338698,0.4208341,0.4207177,0.3951878,0.4229279
Malaysia,energy use,0.6092976,0.6185341,0.6150036,0.6965682,0.7347092,0.797644,0.8061981,1.0143979,1.1862629,1.1901509,1.2736179,1.2885394,1.4938232,1.5367383,1.5492862,1.7202803,1.7468375,1.8350315,2.010036,2.154908,2.6344585,2.9077794,3.1523011,3.1381476,3.3881787,3.7426595,4.3357659,4.1112267,4.1484177,4.7109972,4.9255235,5.1009433,5.4618839,5.8690644,6.3506554,6.3715139,6.9969609,7.3006305,6.985786,7.2645419
Mexico,energy use,4.2982507,4.7549685,5.2568765,5.5948825,5.9156285,6.3303567,6.8454489,7.6541884,8.3965934,9.5115346,10.1554443,10.6285528,10.007322,10.4549208,10.8603192,10.5671228,11.1118275,11.2488216,11.7518172,12.2492736,12.8045702,12.9363125,12.9950134,13.4258935,12.9804011,13.28504,13.6838349,14.1293964,14.6792764,14.5123363,14.6092736,15.0683157,15.358499,15.9057632,17.0153952,17.1413673,17.5936968,18.108872,17.4639914,17.8113115
Morocco,energy use,0.2430242,0.2646265,0.2976871,0.3294042,0.3423836,0.3761327,0.4208781,0.4434491,0.4784307,0.4869974,0.4856967,0.5061832,0.5311447,0.5480635,0.5582195,0.5761981,0.5905781,0.6220733,0.6796783,0.6941168,0.7313838,0.7779868,0.808005,0.8697791,0.8593076,0.9074789,0.9361943,0.955412,1.019051,1.0238073,1.0894372,1.1079128,1.1017757,1.2139933,1.3069188,1.3316253,1.4350182,1.4988904,1.5093899,1.6508206
Mozambique,energy use,0.6896152,0.6766369,0.6798334,0.6742144,0.668008,0.6586526,0.6693618,0.6512882,0.6542665,0.6720061,0.6553555,0.6553497,0.648323,0.6395303,0.6366768,0.6300338,0.6236766,0.616215,0.6097084,0.592203,0.5894403,0.596954,0.6086462,0.6150552,0.6284318,0.6401554,0.6591989,0.6657457,0.6788742,0.7172677,0.7546661,0.7645213,0.8062522,0.8374675,0.8489399,0.8742363,0.923799,0.9393335,0.9775862,1.0197675
Myanmar,energy use,0.7905128,0.8039932,0.7917416,0.82412,0.8381779,0.869184,0.8875982,0.8990598,0.9167004,0.9422257,0.9557061,0.9755326,0.9877746,1.0227248,1.0991186,1.1210299,1.0773484,1.0654618,1.0938385,1.0679411,1.0501465,1.0827311,1.0740471,1.1417179,1.1808813,1.1831343,1.2079942,1.2407627,1.2450611,1.2841057,1.2546881,1.2968499,1.4063782,1.4764262,1.4816755,1.5014773,1.5594542,1.5032859,1.424554,1.3997323
Nepal,energy use,0.3657726,0.3758482,0.3872804,0.3950976,0.4025444,0.4098445,0.4202872,0.4296344,0.4440212,0.4561751,0.464036,0.4768433,0.4925058,0.5049247,0.5095555,0.5266622,0.5365084,0.5490632,0.5563524,0.5789168,0.5976675,0.6122288,0.628394,0.6506852,0.6711702,0.6873088,0.7095313,0.7279637,0.7680188,0.8107715,0.8374581,0.8467445,0.8706977,0.8832457,0.913162,0.9118527,0.9290894,0.9598582,0.9961348,1.0217978
Netherlands,energy use,5.0868882,5.8392653,6.1998422,6.0971073,5.902118,6.532998,6.3188017,6.5004644,6.8347221,6.4364961,6.0827231,5.4175191,5.6548168,5.9827322,6.0639217,6.2913123,6.4345353,6.377985,6.4204568,6.5685029,6.936091,6.8353966,6.8936007,6.9368426,7.0747683,7.3431207,7.1488578,7.2248348,7.1457424,7.3222775,7.5614408,7.5705893,7.8010137,7.9074722,7.8823911,7.682967,7.9349595,7.9550078,7.8174849,8.3425868
